ID_Ponto,Nome,Status,Data,Hora
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,13:34:22
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Charging,2026-03-27,13:34:22
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Available,2026-03-27,13:34:22
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,13:34:22
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Charging,2026-03-27,13:34:22
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,14:32:49
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,14:32:49
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Charging,2026-03-27,14:32:49
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,14:32:49
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Available,2026-03-27,14:32:49
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Charging,2026-03-27,15:32:47
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,15:32:47
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Charging,2026-03-27,15:32:47
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,15:32:47
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Available,2026-03-27,15:32:47
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,16:27:19
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,16:27:19
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Available,2026-03-27,16:27:19
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,16:27:19
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Available,2026-03-27,16:27:19
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,17:01:07
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,17:01:07
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Available,2026-03-27,17:01:07
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,17:01:07
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Available,2026-03-27,17:01:07
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,17:53:25
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Available,2026-03-27,17:53:25
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Available,2026-03-27,17:53:25
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,17:53:25
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Charging,2026-03-27,17:53:25
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,18:34:59
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Charging,2026-03-27,18:34:59
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Charging,2026-03-27,18:34:59
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,18:34:59
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Charging,2026-03-27,18:34:59
670eb3214acdfd001f675a13,EletroBidu - Posto Equipe Shopping,Available,2026-03-27,19:01:24
66a25ea61060d800227bc0e3,EletroBidu - CCO MOBY,Charging,2026-03-27,19:01:24
67408530fd34cf001fbd6c63,EletroBidu - CCO Zeta Uno,Available,2026-03-27,19:01:24
6890bcc16899c6001f414dc8,Posto Quality,Available,2026-03-27,19:01:24
69173cb53bad44001fc83d83,EletroBidu - CCO WEG DC,Charging,2026-03-27,19:01:24
